source_filename,Source File Name,Agreement Title,Agreement Classification,Party 1 Name,Party 1 Role,Party 2 Name,Party 2 Role,Services,Agreement Flag,Captions Flag,Clause Captions,Schedules/Exhibits/Annexes
20171701091307_Johnston Paper Inc MSA (1).pdf,original.pdf,MASTER SERVICES AGREEMENT (MSA),Master Services Agreement,"Comcast Cable Communications Management, LLC",Provider,Johnston Paper Inc.,Customer,communications and other services,True,False,"['Customer Information', 'Agreement Overview', 'Term and Termination', 'Website Information', 'Service Availability and Transfer', 'Agreement Acceptance']","['Product-Specific Attachment', 'Sales Orders']"
20171701177860_Johnston Paper Inc MSA (1) (1).pdf,image.png,MASTER SERVICES AGREEMENT (MSA),Master Services Agreement,"Comcast Cable Communications Management, LLC",provider,Johnston Paper Inc.,customer,communications and other services,True,False,"['Overview of Agreement', 'Term of Agreement', 'Termination', 'Terms and Conditions', 'Service Availability']","['Product-Specific Attachment for the applicable Services (""PSA(s)"")', 'Sales Orders', 'General Terms and Conditions', 'Acceptable Use Policy for High-Speed Internet Services (the ""AUP"")', 'Privacy Statement (the “Privacy Policy"")']"
20171701350491_Thrive MSA (10).pdf,9A77B6F3-BFE9-460C-8990-5E17454CC25B,MASTER SERVICES AGREEMENT,Master Services Agreement,Thrive Operations LLC,Provider,Cavender Auto,Client,"Services (including maintenance, support, security, hosting, procurement, development, integration, administrative and other services), including those to be provided on a one-time basis and those to be provided on a recurring basis.",True,True,"['SERVICES', 'General', 'Procurement of Products', 'Price Changes', 'Minimum Hardware, Operating System and Software Standards', 'Access to Client Facilities', 'Thrive Equipment', 'TERM', 'PAYMENTS', 'Fees and Charges', 'Commencement of Billing', 'Payment of Invoices', 'Disputes', 'Expenses', 'Timing of Products Orders', 'THIRD PARTY GOODS & SERVICES', 'Third Party Providers', 'Software Licensing', 'DISCLAIMER, LIMITATION OF LIABILITY AND INDEMNIFICATION', 'System Limitations', 'Warranty Disclaimer', 'Limitation of Liability', 'Mutual Indemnification', 'INTELLECTUAL PROPERTY RIGHTS', 'Thrive Intellectual Property', 'Client Intellectual Property', 'CONFIDENTIALITY', 'HIRING OF REPRESENTATIVES', 'TERMINATION', 'Termination of Agreement and Service Orders for Breach of Terms', 'Breach of terms of General Terms & Conditions', 'Breach of terms of a Service Order', 'Suspension or Termination of Services by Thrive for Failure to Pay', 'Suspension', 'Duties Upon Termination or Expiration', 'Payment of Obligations/Return of Property', 'Termination Status Reporting; Further Services', 'Survival', 'FORCE MAJEURE', 'GENERAL TERMS', 'Governing Law; Jurisdiction; Venue', 'Assignment', 'Headings', 'Interpretation', 'Integration; Severability', 'No Third-Party Beneficiaries', 'Residual Knowledge', 'Signatures, Amendments and Waivers and Exercise of Rights', 'Signatures', 'Amendments and Waivers', 'Exercise of Rights', 'Notices', 'Publicity', 'Independent Contractor']",[]
20171704737052_Comcast Ft. Meyers Airport MSA_FE01082024.pdf,Comcast Business Contract.pdf,COMCAST ENTERPRISE SERVICES MASTER SERVICES AGREEMENT (MSA),Master Services Agreement,"Comcast Cable Communications Management, LLC",Provider,Concentra Health Services Inc,Customer,communications and other services,True,False,"['Customer Information', 'Primary Contact Address Information', 'Agreement Overview', 'MSA Term', 'Terms and Conditions']",[]
20171705424087_Comcast Ft. Meyers Airport MSA_FE01082024.pdf,DocuSign Envelope ID- D5E124A1-17B5-4000-AA92-DFDE7E5AEBEB,"COMCAST ENTERPRISE SERVICES
MASTER SERVICES AGREEMENT (MSA)",Master Services Agreement,"Comcast Cable Communications Management, LLC",Provider,Concentra Health Services Inc,Customer,communications and other services,True,False,"['Agreement Overview', 'MSA Term', 'Sales Orders', 'Termination', 'Website References', 'Service Availability', 'Agreement to Terms']",[]
20171705526404_Concentra Health Services - MSA 25412576_FE01172024.pdf,Comcast Enterprise Services Master Services Agreement.pdf,COMCAST ENTERPRISE SERVICES MASTER SERVICES AGREEMENT (MSA),Master Services Agreement,"Comcast Cable Communications Management, LLC",Provider,Concentra Health Services Inc.,Customer,communications and other services,True,False,"['Agreement Overview', 'Sales Orders', 'Termination', 'Service Availability', 'Agreement to Terms and Conditions']",[]
20171705587728_Concentra Health Services - MSA 25412576_FE01172024.pdf,Comcast Contract.pdf,"COMCAST ENTERPRISE SERVICES
MASTER SERVICES AGREEMENT (MSA)",Master Services Agreement,"Comcast Cable Communications Management, LLC",Provider,Concentra Health Services Inc.,Customer,communications and other services,True,False,"['Customer Information', 'Agreement Terms', 'Sales Orders', 'Termination', 'Terms and Conditions', 'Service Availability', 'Agreement to Terms']",[]
20171709911628_PE 03072024 Grayson Collins Communication MSA.pdf,MASTER SERVICE AGREEMENT.png,MASTER SERVICE AGREEMENT,Master Service Agreement,Grayson Collin Communications,Service Provider,Select Medical Corporation,Purchaser,communications services,True,True,"['Services', 'Term', 'Payment', 'Equipment', 'Service Interruption', 'GCC Group Liability', 'Termination', 'Non-Recurring and Recurring Charges', 'Additional Circuit Engineering', 'Force Majeure', 'Assignment', 'Entire Agreement']",['Service Order']
20171723812470_Titanium Processing T & C's.pdf,0003.pdf,MERCHANT SERVICES AGREEMENT,Merchant Services Agreement,FIFTH THIRD BANK,Provider,Merchant,Customer,Card processing services,True,True,"['Parties', 'Definitions', 'Services Provided to Merchant', 'Term', 'Merchant Operating Account', 'Reserve Account', 'Fees', 'Billing', 'Security Interest', 'Processing Transactions', 'Prohibited Transactions', 'Prohibition of Furnishing Account Information; Use of Third Parties', 'Daily Reconciliation of Transactions', 'Adjustments and Returns', 'Chargebacks', 'Merchant Statement', 'Retention of Information', 'Recovery of Cards', 'Customer Complaints', 'Confidentiality', 'Compliance with Applicable Law', ""Merchant's Business"", ""Merchant's Representations and Warranties"", ""Merchant's Covenants"", 'Third Parties', 'Taxes', 'Limitation of Liability', 'Limitation on Damages', 'Indemnification', 'Credit Investigation and Bank Auditing', 'Termination of Agreement by Bank', 'Termination of Agreement by Merchant', 'Setoff', 'Exclusivity and Early Termination Fee', 'Amendments to this Agreement', 'Assignment', 'Financial Accommodations', 'Waiver', 'Cooperation', 'Entire Agreement', 'Severability; Conflict with Rules', 'Notices', 'Governing Law and Venue', 'Third-Party Beneficiary', 'Warranty Disclaimer', 'Captions', 'No Waiver', 'Force Majeure', 'Cooperation', 'IRS Reporting Information', 'E-Sign Consent Agreement', 'Limited Acceptance', 'Participation in the American Express OptBlue® Program']",['Schedule A']
20171727800489_SMC - Equinix GTC Final - PE 09.27.24.pdf,00238344.0,MASTER COUNTRY AGREEMENT,Global Terms and Conditions,Equinix,Provider,Select Medical Corporation,Customer,Licensed Space and Services,True,True,"['ORDERING AND PROVISION OF LICENSED SPACE AND SERVICES', 'PAYMENT AND TAXES', 'IBX CENTER ACCESS AND USE', 'WARRANTY DISCLAIMER AND LIMITATION OF LIABILITY', 'INSURANCE', 'TERM, TERMINATION AND SUSPENSION', 'CONFIDENTIALITY', 'COMPLIANCE', 'MISCELLANEOUS', 'DEFINITIONS']",['EXHIBIT A TO GLOBAL TERMS AND CONDITIONS\nEQUINIX COLOCATION SERVICE DESCRIPTION AND SERVICE LEVEL AGREEMENT']
20171727800556_SMC - Equinix MCA Final - PE 09.27.24.pdf,00238345.0.pdf,MAIN COUNTRY AGREEMENT,Main Country Agreement,Equinix LLC,Provider,Select Medical Corporation,Customer,use of Licensed Space and Services,True,True,"['Agreement', 'Governing Law', 'Liens']",['Attachment A (GTCs)']
20171727801434_SMC - Equinix GTC Final - PE 09.27.24.pdf,00238344.0,MASTER COUNTRY AGREEMENT,Global Terms and Conditions,Equinix,Provider,Select Medical Corporation,Customer,Licensed Space and Services,True,True,"['ORDERING AND PROVISION OF LICENSED SPACE AND SERVICES', 'PAYMENT AND TAXES', 'IBX CENTER ACCESS AND USE', 'WARRANTY DISCLAIMER AND LIMITATION OF LIABILITY', 'INSURANCE', 'TERM, TERMINATION AND SUSPENSION', 'CONFIDENTIALITY', 'COMPLIANCE', 'MISCELLANEOUS', 'DEFINITIONS']",['EXHIBIT A TO GLOBAL TERMS AND CONDITIONS\nEQUINIX COLOCATION SERVICE DESCRIPTION AND SERVICE LEVEL AGREEMENT']
20171727801454_SMC - Equinix MCA Final - PE 09.27.24.pdf,00238345.0.pdf,MAIN COUNTRY AGREEMENT,Main Country Agreement,Equinix LLC,Provider,Select Medical Corporation,Customer,Licensed Space and Services,True,True,"['Incorporation of Global Terms and Conditions', 'Governing Law', ""Mechanic's Lien""]",['Attachment A (GTCs)']
21541730496112_MSA Office for Catalyst Technology Group (CTG) 02-05-2021.pdf,DocuSign Envelope ID- A40B18CA-D54B-4B0D-B29F-8E0DD43422FC.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"RingCentral, Inc.",Provider,Catalyst Technology Group (CTG),Customer,"Enterprise-class voice, fax, text, call handling, mobile apps, and BYOD capability that integrates with a growing list of applications.",True,True,"['Provision of Terms', 'General Terms', 'Ordering and Term', 'Ordering Services', 'Term of this Agreement', 'Services Term', 'Service Attachments', 'Invoicing and Payment', 'Prices and Charges', 'Invoicing and Payment', 'Termination', 'Termination for Cause', 'Effect of Termination', 'Trial Period', 'Miscellaneous', 'Entire Agreement', 'Order of Precedence', 'Execution', 'Counterparts', 'Service Overview', 'Office Purchase Plans', 'Tiers of Service', 'Minute and Calling Credit Bundles', 'Operator Assisted Calling, 311, 511 and other N11 Calling', 'Directory Listing Service', 'Opt Out', 'No Liability', 'RingCentral Global Office', 'Emergency Service Limitations for Global Office', 'Global Office Provided Only in Connection with Home Country Service', 'Relationships with Local Providers', 'Definitions']",['Service Attachment A: Office Services']
21541730496658_MSA Office for Catalyst Technology Group (CTG) 02-05-2021.pdf,A40B18CA-D54B-4B0D-B29F-8E0DD43422FC,MASTER SERVICES AGREEMENT,Master Services Agreement,"RingCentral, Inc.",Provider,Catalyst Technology Group (CTG),Customer,"Enterprise-class voice, fax, text, call handling, mobile apps, and BYOD capability that integrates with a growing list of applications.",True,True,"['Provision of Terms', 'General Terms', 'Ordering and Term', 'Ordering Services', 'Term of this Agreement', 'Services Term', 'Service Attachments', 'Invoicing and Payment', 'Prices and Charges', 'Invoicing and Payment', 'Termination', 'Termination for Cause', 'Effect of Termination', 'Trial Period', 'Miscellaneous', 'Entire Agreement', 'Order of Precedence', 'Execution', 'Counterparts', 'Service Overview', 'Office Purchase Plans', 'Tiers of Service', 'Minute and Calling Credit Bundles', 'Operator Assisted Calling, 311, 511 and other N11 Calling', 'Directory Listing Service', 'Opt Out', 'No Liability', 'RingCentral Global Office', 'Emergency Service Limitations for Global Office', 'Global Office Provided Only in Connection with Home Country Service', 'Relationships with Local Providers', 'Definitions']",['Service Attachment A: Office Services']
21541730496960_MSA Office for Catalyst Technology Group (CTG) 02-05-2021.pdf,DocuSign Envelope ID- A40B18CA-D54B-4B0D-B29F-8E0DD43422FC.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"RingCentral, Inc.",Provider,Catalyst Technology Group (CTG),Customer,"Enterprise-class voice, fax, text, call handling, mobile apps, and BYOD capability that integrates with a growing list of applications.",True,True,"['Provision of Terms', 'General Terms', 'Ordering and Term', 'Ordering Services', 'Term of this Agreement', 'Services Term', 'Service Attachments', 'Invoicing and Payment', 'Prices and Charges', 'Invoicing and Payment', 'Termination', 'Termination for Cause', 'Effect of Termination', 'Trial Period', 'Miscellaneous', 'Entire Agreement', 'Order of Precedence', 'Execution', 'Counterparts', 'Service Overview', 'Office Purchase Plans', 'Tiers of Service', 'Minute and Calling Credit Bundles', 'Operator Assisted Calling, 311, 511 and other N11 Calling', 'Directory Listing Service', 'Opt Out', 'No Liability', 'RingCentral Global Office', 'Emergency Service Limitations for Global Office', 'Global Office Provided Only in Connection with Home Country Service', 'Relationships with Local Providers', 'Definitions']",['Service Attachment A: Office Services']
271598363992_BARC Renewal 4.14.2020.pdf,COMMERCIAL SERVICE AGREEMENT.pdf,COMMERCIAL SERVICE AGREEMENT,Commercial,"BARCONNECTS, LLC",PROVIDER,Ava Harrington,CUSTOMER,"Fiber optic cable network and associated equipment, switching services within that network",True,True,"['PAYMENT', 'USE', 'SERVICE LOCATION, DATE AND TERM', 'CUSTOMER RESPONSIBILITIES', 'EQUIPMENT', 'DEFAULT', 'LIMITATIONS OF LIABILITY', 'Managed Network Services', 'TERMINATION', 'INDEMNIFICATION', 'ASSIGNMENT', 'WARRANTIES', 'MISCELLANEOUS', 'REGULATORY JURISDICTION', 'JURISDICTION', 'INTERNET ACCEPTABLE USE POLICY']",[]
271626114518_Behavioral Innov. Addison-Ten4 Billing Agg Updated 022221-FE.pdf,Billing Aggregation Services Addendum.png,Billing Aggregation Services Addendum,Services,"Distributed Computing, Inc. dba Ten4",Provider,Behavioral Innovations,Customer,Aggregate billing of Customer's broadband network,True,True,"['Service Term', 'Coverage & Charges', 'Payments']",['Service Order Forms']
31679073582_Concentra_Nitel MSA v6_Fully Executed 20220307.pdf,Nitel Concentra.pdf,Master Service Agreement,Master Service Agreement,NITEL INC.,provider,"Concentra Health Services, Inc.",Customer,communications services,True,True,"['Service Orders & Term', 'Service Installation and Acceptance', 'Service Cancellation', 'Service Disconnection', 'Credit Review & Deposits', 'Invoices and Disputes', 'Taxes and Fees', 'Regulatory Activity', 'Use of Service', 'Service Interruptions', 'Service Level Agreements', 'Termination', 'Termination Liability', 'Indemnification and Limitations on Liability', 'Force Majeure', 'Assignment', 'Warranties', 'Confidentiality', 'Notices', 'Miscellaneous']",[]
41592595876_Ped Eye Care-Ten4 MultiSvc 061520.pdf,DocuSign Envelope ID: 756DC6D9-04A5-4759-8A2B-C425AA5E68FC,ADDENDUM to Master Services Agreement,Master Service Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Pediatric Eye Care of Maryland,Customer,"Hosted Voice & Fax Solutions, Sierra Wireless Fixed Cellular (Internet Access)",True,True,"['Service Term', 'Coverage & Cost', 'Charges and Payments', 'Customer Obligations', 'Termination', 'Termination For Cause', 'Early Termination Fee', 'General Standard', 'Interruptions in Service', 'Credit for Interruptions', 'Maximum Credit', 'Interruption Defined', 'Limitations on Credit Allowances', 'Support Hours', 'Priority Definitions and Processes', 'DISCONNECTS', 'NETWORK CHANGES']","['EXHIBIT A', 'EXHIBIT B']"
41592840062_Comacast MSA - Springfield.pdf,contract.pdf,MASTER SERVICES AGREEMENT (MSA),Master Service Agreement,"Comcast Cable Communications Management, LLC",Provider,Peterbilt - Springfield,Customer,Communications and other services,True,False,"['Agreement Overview', 'Customer Sales Orders', 'Termination', 'Terms and Conditions', 'Service Availability', 'Customer Agreement']","['Product-Specific Attachment', 'Sales Orders']"
41593527568_Education Affiliates_100M Upgrade_Mobile.pdf,ACC PS160,AT&T DEDICATED INTERNET SERVICE PRICING SCHEDULE,Internet Service Agreement,ACC Business,Provider,Education Affiliates,Customer,Dedicated Internet Service,False,True,"['ACC BUSINESS REPRESENTATION', 'ACCOUNT INFORMATION (All fields required)', 'ADI SERVICE LOCATION INFORMATION FOR SINGLE LOCATION', 'ACCOUNT DETAIL INFORMATION', 'BILLING OPTIONS', 'ORDER TYPE', 'PRICING SCHEDULE TERM AND PROMOTIONS', 'SERVICE CHARGES & RATE PLANS', 'OPTIONAL SERVICES & CHARGES - SINGLE LOCATION', 'ONE-TIME MOVE CHARGES - SINGLE LOCATION', 'TOTAL ALL CHARGES', 'MINIMUM PAYMENT AND MINIMUM RETENTION PERIOD', 'TERMINATION', 'TAX EXEMPT INFORMATION']",[]
41593607279_ACC Workbook Peterbilt - West Columbia 6_15_2020_signed.pdf,ACC Wrokbook Peterbilt - West Columbia 6_15_2020,ACC BUSINESS MULTI-SERVICE AGREEMENT,Telecommunications Services Agreement,AT&T Corp. d/b/a ACC Business,Provider,"Peterbilt of Knoxville, Inc dba The Peterbilt Store of Columbia",Customer,"telecommunications, data, and information services",True,True,"['Customer', 'ACC Business Contact (for notices)', 'ACC Business Multi-Service Agreement', 'Services', 'Execution by Affiliates', 'License and Other Terms', 'Pricing and Pricing Schedule Term; Terms Applicable After End of Pricing Schedule Term', 'MARC', 'Termination and Termination Charges', 'Billing and Disputes', ""At Customer's request"", 'Purchased Equipment', 'Privacy', 'Trademarks and Publicity', 'Governing Law']",[]
41594827237_OFFICE PHONE SYSTEM.pdf,Sales Authorization and CPNI Consent Form.pdf,Sales Authorization and CPNI Consent Form,Sales Authorization and CPNI Consent Form,Verizon,provider,David High MD Accent Dermatology,customer,telecommunications and interconnected VoIP services,False,False,[],[]
41596801139_2_Viasat-business-customer-agreement_-_Signed.pdf,Viasat.pdf,Subscriber Agreement,Internet Service Agreement,"Viasat, Inc.",Provider,Storage at NOBT,Subscriber,"Two-way, satellite based Internet access service",True,True,"['The Internet Service', 'Limitations of the Internet Service', 'System Requirements', 'Leased Equipment and Installation', 'Equipment Lease', 'Ownership by Viasat', 'Responsibility for Care of Leased Equipment', 'Return of Equipment', 'Repair/Replacement', 'Disclaimer', 'Customer Acknowledgement', 'Stolen Leased Equipment', 'Permissions for Installation of Leased Equipment', 'Authority to Permit Installation of Equipment on the Subscriber Premises', 'Access to Your Premises and Computer', 'Authorization for Installation', 'Software License for Leased Equipment', 'Users of the Internet Service; Responsibility and Supervision', 'Account Set-Up', 'Multiple Use of Account', 'Subscriber Responsibility', 'Fees and Payment', 'Fees, Taxes, and Other Charges', 'Commencement and Duration of Fees', 'Billing and Charges', 'Administrative Fees', 'Payment Authorization', 'Disputes and Partial Payments', 'Reactivation', 'Credit Inquiries and Reporting', 'Modifications, Rights of Cancellation, or Suspension', 'Modification of this Agreement', 'Modification of the Internet Service', 'Termination by Subscriber', 'Termination or Suspension by Viasat', 'Permitted Use and Restrictions on Use', 'Software License', 'Restrictions on Use of the Internet Service', 'Prohibition on Resale', 'No Unauthorized Use of Equipment or Software', 'Compliance with Laws', 'Security', 'Responsibility of Subscriber', 'Warranties and Limitations of Liability', 'DISCLAIMER OF WARRANTIES', 'LIMITATION OF LIABILITY', 'Applicability and Exceptions', 'Service Interruptions', 'Indemnity', 'Third-Party Beneficiaries', 'General', 'Call Monitoring, Recording, and Other Communications', 'Applicable Law', 'Dispute Resolution', 'Export Laws', 'Notices, Disclosures and Other Communications', 'Construction and Delegation', 'Miscellaneous', 'Assignment of Account', 'Entire Agreement']",[]
41606864422_NitelAgreement_MSA_1-4.pdf,DocuSign Envelope ID- E6DF822D-BF07-49ED-A8E6-23F6E29557BB.pdf,Master Service Agreement,Master Service Agreement,NITEL INC.,Provider,Public Health Management Corporation,Customer,communications services,True,True,"['Service Orders & Term', 'Service Installation and Acceptance', 'Service Cancellation', 'Service Disconnection', 'Credit Review & Deposits', 'Invoices and Disputes', 'Taxes and Fees', 'Regulatory Activity', 'Use of Service', 'Service Interruptions', 'Service Level Agreements', 'Termination', 'Termination Liability', 'Indemnification and Limitations on Liability', 'Force Majeure', 'Assignment', 'Warranties', 'Confidentiality', 'Notices', 'Miscellaneous']",[]
41615238671_G91523-00_4830_USSA_Master_SOF-TsCs+Pricing (Signed).pdf,Contract ID G91523-00 - Ts&Cs+Pricing.pdf,Master Service Order Form to the U.S. Services Agreement,Master Service Agreement,Verizon Business Network Services LLC,Provider,"HORD COPLAN MACHT, INC.",Customer,Network Services,True,True,"['MASTER TERMS', 'Parties', 'SERVICE TERMS', 'New Services', 'PRICING', 'SERVICES PROMOTIONS', 'Optimized Service Promotion Name', 'NEW SERVICE(S)', 'Service Charges', 'Promotions Related to Service Charges', 'Optimized Service Promotion Name', 'Service Charges', 'Promotions Related to Service Charges', 'Optimized Service Promotion Name']",[]
41615394931_Capital Forest MSA.pdf,contract.pdf,MASTER SERVICES AGREEMENT (MSA),Master Services Agreement,"Comcast Cable Communications Management, LLC",Provider,CAPITAL FOREST PRODUCTS,Customer,communications and other services,True,False,"['Agreement Overview', 'Customer Sales Orders', 'Agreement Termination', 'Service Availability']","['Product-Specific Attachment', 'Sales Orders']"
41615834659_Adams.Sanford-Ten4 Site License Agmt 031521.pdf,DocuSign Envelope ID_ 23BCA9F4-0E0E-43BD-8868-1B985CDCEBF1.pdf,Hosted Voice Site License Addendum,Site License,"Distributed Computing, Inc. dba Ten4",Provider,"Seminole Storage Units I, LLC",Customer,"Hosted Voice Solution, Wireless Broadband Backup",True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Customer Obligations']",['Exhibit A']
41618247045_SIGNED_Verizon Master Service Order Form.pdf,Verizon.pdf,Master Service Order Form to the U.S. Services Agreement,Master Service Agreement,Verizon Business Network Services LLC,Provider,ELLIOTT-LEWIS CORPORATION,Customer,Network and internet services,True,True,"['MASTER TERMS', 'Parties', 'SERVICE TERMS', 'New Services', 'PRICING', 'SERVICES PROMOTIONS', 'Service Charges', 'Promotions Related to Service Charges', 'Service Charges', 'Promotions Related to Service Charges']",[]
41618249847_SIGNED_Comcast Master Service Agreement.pdf,NA,MASTER SERVICES AGREEMENT (MSA),Master Service Agreement,"Comcast Cable Communications Management, LLC",Provider,Elliott - Lewis Corporate,Customer,communications and other services,True,False,"['Agreement Overview', 'Sales Orders', 'Termination', 'Service Details', 'Customer Agreement']",['Product Specific Attachments']
41624385019_Pete Store MSA.pdf,image.png,MASTER SERVICES AGREEMENT (MSA),Master Service Agreement,"Comcast Cable Communications Management, LLC",Provider,"The Pete Store, LLC",Customer,communications and other services,True,False,"['Agreement Overview', 'Sales Orders', 'Termination', 'General Terms and Conditions', 'Services Availability']","['Product-Specific Attachment', 'Sales Orders']"
41626290701_Sport Ortho.TN-Ten4 HV Addendum Rev.071421.jpg.pdf,image,Hosted Voice Addendum,Addendum,"Distributed Computing, Inc. dba Ten4",Provider,Sport Ortho Urgent Care,Customer,Hosted voice equipment and services,True,False,"['Service Term', 'Auto Renewal', ""Upon Ten4's receipt of written notice of acquisition, the Service Term shall convert to month-to-month."", 'Coverage & Cost', 'Payment Method (choose one):', 'AUTO PAYMENT OPTION', 'STANDARD PAYMENT OPTION', 'Terms & Conditions', 'Acceptance']",[]
41626377900_210715_ComastFiberMSA_StPeterTheApostleParish.pdf,NA,COMCAST ENTERPRISE SERVICES MASTER SERVICES AGREEMENT (MSA),Master Services Agreement,"Comcast Cable Communications Management, LLC",Provider,St Peters the Apostle Parish,Customer,communications and other services,True,False,"['Agreement Overview', 'Sales Orders', 'Termination', 'Website Information', 'Service Limitations']","['Product-Specific Attachment', 'Sales Orders']"
41629733969_KW-Ten4 HV Addendum 081821.docx.pdf,27EBB844-AEC3-4662-B017-4DCBBFEEF2CB.pdf,Hosted Voice Service Order Form,Service Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Keller Williams Cornerstone Realty,Customer,Hosted voice equipment and services,True,True,"['Service Term', 'Coverage & Cost', 'MONTHLY RECURRING CHARGES (MRC)', 'NON-RECURRING CHARGES (NRC)', 'Payment Method (choose one):', 'Terms & Conditions', 'Acceptance']",[]
41630436735_FranciscoPartners_MSA_v4a - signed.pdf,FranciscoPartners_MSA_v4a,MASTER SERVICES AGREEMENT,Master Services Agreement,"Thrive Operations, LLC",Provider,"Francisco Partners Management, L.P.",Client,"Services (including maintenance, support, security, hosting, procurement, development, integration, administrative and other services), including those to be provided on a one-time basis and those to be provided on a recurring monthly basis.",True,True,"['Definitions', 'SERVICES', 'General', 'Procurement of Products', 'Price Changes', 'Minimum Hardware, Operating System and Software Standards', 'Access to Client Facilities', 'Service Reduction', 'Thrive Equipment', 'TERM', 'PAYMENTS', 'Fees and Charges', 'Commencement of Billing', 'Payment of Invoices', 'Disputes', 'Expenses', 'Timing of Products Orders', 'THIRD PARTY GOODS & SERVICES', 'Third Party Providers', 'Software Licensing', 'WARRANTIES, DISCLAIMER, LIMITATION OF LIABILITY AND INDEMNIFICATION', 'Services', 'Warranty Disclaimer', 'Limitation of Liability', 'Mutual Indemnification', 'INTELLECTUAL PROPERTY RIGHTS', 'Thrive Intellectual Property', 'Client Intellectual Property', 'CONFIDENTIALITY', 'HIRING OF REPRESENTATIVES', 'TERMINATION', 'Termination of Agreement and Service Orders for Breach of Terms', 'Breach of terms of General Terms & Conditions', 'Breach of terms of a Service Order', 'Suspension or Termination of Services by Thrive for Failure to Pay', 'Suspension', 'Duties Upon Termination or Expiration', 'Payment of Obligations/Return of Property', 'Termination Status Reporting; Further Services', 'Survival', 'FORCE MAJEURE', 'INSURANCE', 'GENERAL TERMS', 'Governing Law; Jurisdiction; Venue', 'Assignment', 'Headings', 'Interpretation', 'Integration; Severability', 'No Third-Party Beneficiaries', 'Residual Knowledge', 'Signatures, Amendments and Waivers and Exercise of Rights', 'Signatures', 'Amendments and Waivers', 'Exercise of Rights', 'Notices', 'Publicity', 'Independent Contractor']",[]
41630436962_FranciscoPartners_MSA_v4a - signed.pdf,FranciscoPartners_MSA_v4a,MASTER SERVICES AGREEMENT,Master Services Agreement,"Thrive Operations, LLC",Provider,"Francisco Partners Management, L.P.",Client,"Services (including maintenance, support, security, hosting, procurement, development, integration, administrative and other services), including those to be provided on a one-time basis and those to be provided on a recurring monthly basis.",True,True,"['SERVICES', 'General', 'Procurement of Products', 'Price Changes', 'Minimum Hardware, Operating System and Software Standards', 'Access to Client Facilities', 'Service Reduction', 'Thrive Equipment', 'TERM', 'PAYMENTS', 'Fees and Charges', 'Commencement of Billing', 'Payment of Invoices', 'Disputes', 'Expenses', 'Timing of Products Orders', 'THIRD PARTY GOODS & SERVICES', 'Third Party Providers', 'Software Licensing', 'WARRANTIES, DISCLAIMER, LIMITATION OF LIABILITY AND INDEMNIFICATION', 'Services', 'Warranty Disclaimer', 'Limitation of Liability', 'Mutual Indemnification', 'INTELLECTUAL PROPERTY RIGHTS', 'Thrive Intellectual Property', 'Client Intellectual Property', 'CONFIDENTIALITY', 'HIRING OF REPRESENTATIVES', 'TERMINATION', 'Termination of Agreement and Service Orders for Breach of Terms', 'Breach of terms of General Terms & Conditions', 'Breach of terms of a Service Order', 'Suspension or Termination of Services by Thrive for Failure to Pay', 'Suspension', 'Duties Upon Termination or Expiration', 'Payment of Obligations/Return of Property', 'Termination Status Reporting; Further Services', 'Survival', 'FORCE MAJEURE', 'INSURANCE', 'GENERAL TERMS', 'Governing Law; Jurisdiction; Venue', 'Assignment', 'Headings', 'Interpretation', 'Integration; Severability', 'No Third-Party Beneficiaries', 'Residual Knowledge', 'Signatures, Amendments and Waivers and Exercise of Rights', 'Signatures', 'Amendments and Waivers', 'Exercise of Rights', 'Notices', 'Publicity', 'Independent Contractor']",[]
41630585234_Charadan.NY-Ten4 HV Addendum 090121.docx.pdf,Hosted Voice Addendum,Hosted Voice Addendum,Addendum,"Distributed Computing, Inc. dba Ten4",Provider,"Chardan Capital Markets, LLC",Customer,Hosted voice equipment and services,True,True,"['Service Term', 'Coverage & Cost', 'MONTHLY RECURRING CHARGES (MRC)', 'NON-RECURRING CHARGES (NRC)', 'Payment Method (choose one):', 'Terms & Conditions', 'Acceptance']",[]
